,user,session,feature,param,acc
19,10,20131130,de_LDS_lr11_0.003,{'lr11:0.003'},0.7377167344093323
20,10,20131211,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7283236980438232
21,10,20131204,de_LDS_lr10_0.001,{'lr10:0.001'},0.7254335284233093
22,10,20131130,de_LDS_lr19_0.09,{'lr19:0.09'},0.7203757166862488
23,10,20131204,de_LDS_lr15_0.01,{'lr15:0.01'},0.7196531891822815
24,10,20131130,de_LDS_lr15_0.01,{'lr15:0.01'},0.714595377445221
25,10,20131130,de_LDS_lr13_0.007,{'lr13:0.007'},0.7037572264671326
26,10,20131204,de_LDS_lr13_0.007,{'lr13:0.007'},0.7023121118545532
27,10,20131130,de_LDS_lr10_0.001,{'lr10:0.001'},0.6979768872261047
28,10,20131204,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.6755780577659607
29,10,20131130,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.6654624342918396
30,10,20131130,de_LDS_lr12_0.005,{'lr12:0.005'},0.6589595079421997
31,10,20131204,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.6567919254302979
32,10,20131130,de_LDS_lr16_0.03,{'lr16:0.03'},0.6553468108177185
33,10,20131204,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.6531791687011719
34,10,20131130,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.647398829460144
35,10,20131130,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.647398829460144
36,10,20131130,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.6466763019561768
37,10,20131204,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.6466763019561768
38,10,20131130,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.6459537744522095
40,10,20131204,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.6416184902191162
41,10,20131130,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.6401734352111816
42,10,20131204,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.638005793094635
43,10,20131130,de_LDS_lr14_0.009,{'lr14:0.009'},0.6351156234741211
44,10,20131130,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.634393036365509
45,10,20131130,de_LDS_lr18_0.07,{'lr18:0.07'},0.6329479813575745
46,10,20131204,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.6307803392410278
47,10,20131130,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6286126971244812
51,10,20131130,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.6199421882629395
52,10,20131130,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.6184971332550049
53,10,20131204,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.615606963634491
54,10,20131204,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.611994206905365
55,10,20131204,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6105491518974304
57,10,20131204,de_LDS_lr11_0.003,{'lr11:0.003'},0.5903179049491882
58,10,20131204,de_LDS_lr18_0.07,{'lr18:0.07'},0.5816473960876465
59,10,20131204,de_LDS_lr14_0.009,{'lr14:0.009'},0.5780346989631653
60,10,20131204,de_LDS_lr19_0.09,{'lr19:0.09'},0.5635837912559509
61,10,20131204,de_LDS_lr12_0.005,{'lr12:0.005'},0.5556358098983765
62,10,20131130,de_LDS_lr17_0.05,{'lr17:0.05'},0.5469653010368347
63,10,20131204,de_LDS_lr16_0.03,{'lr16:0.03'},0.49132949113845825
64,10,20131204,de_LDS_lr17_0.05,{'lr17:0.05'},0.4725433588027954
