,user,session,feature,param,acc
270,8,20140514,de_LDS_lr10_0.001,{'lr10:0.001'},0.8757225275039673
291,8,20140514,de_LDS_lr11_0.003,{'lr11:0.003'},0.8627167344093323
297,8,20140514,de_LDS_lr14_0.009,{'lr14:0.009'},0.8554913401603699
298,8,20140511,de_LDS_lr14_0.009,{'lr14:0.009'},0.8540462255477905
303,8,20140511,de_LDS_lr11_0.003,{'lr11:0.003'},0.8518785834312439
304,8,20140511,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8518785834312439
322,8,20140511,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.8439306616783142
324,8,20140511,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.8403179049491882
327,8,20140511,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.8388728499412537
332,8,20140514,de_LDS_lr18_0.07,{'lr18:0.07'},0.836705207824707
333,8,20140514,de_LDS_lr13_0.007,{'lr13:0.007'},0.836705207824707
338,8,20140511,de_LDS_lr12_0.005,{'lr12:0.005'},0.8345375657081604
362,8,20140511,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8273121118545532
368,8,20140521,de_LDS_lr19_0.09,{'lr19:0.09'},0.8251445293426514
380,8,20140514,de_LDS_lr17_0.05,{'lr17:0.05'},0.8200867176055908
386,8,20140511,de_LDS_lr10_0.001,{'lr10:0.001'},0.8186416029930115
393,8,20140511,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8157514333724976
409,8,20140511,de_LDS_lr19_0.09,{'lr19:0.09'},0.8099710941314697
411,8,20140521,de_LDS_lr18_0.07,{'lr18:0.07'},0.8085260391235352
412,8,20140511,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.8085260391235352
413,8,20140511,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.8085260391235352
440,8,20140511,de_LDS_lr13_0.007,{'lr13:0.007'},0.7969653010368347
461,8,20140511,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7875722646713257
480,8,20140521,de_LDS_lr16_0.03,{'lr16:0.03'},0.7817919254302979
484,8,20140511,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7803468108177185
496,8,20140514,de_LDS_lr16_0.03,{'lr16:0.03'},0.7731214165687561
558,8,20140511,de_LDS_lr16_0.03,{'lr16:0.03'},0.7391618490219116
677,8,20140511,de_LDS_lr18_0.07,{'lr18:0.07'},0.6907514333724976
754,8,20140521,de_LDS_lr17_0.05,{'lr17:0.05'},0.6452311873435974
774,8,20140514,de_LDS_lr19_0.09,{'lr19:0.09'},0.6329479813575745
7,7,20131030,de_LDS_lr18_0.07,{'lr18:0.07'},1.0
55,7,20131030,de_LDS_lr11_0.003,{'lr11:0.003'},0.9848265647888184
56,7,20131030,de_LDS_lr10_0.001,{'lr10:0.001'},0.9848265647888184
57,7,20131030,de_LDS_lr13_0.007,{'lr13:0.007'},0.9841040372848511
60,7,20131030,de_LDS_lr14_0.009,{'lr14:0.009'},0.9790462255477905
62,7,20131030,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.977601170539856
66,7,20131030,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.9754335284233093
75,7,20131030,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.9732658863067627
79,7,20131030,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.9725433588027954
80,7,20131030,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.9718208312988281
81,7,20131030,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.9710982441902161
83,7,20131030,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.9703757166862488
84,7,20131030,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.9703757166862488
93,7,20131030,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.9682080745697021
98,7,20131030,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.9667630195617676
116,7,20131027,de_LDS_lr14_0.009,{'lr14:0.009'},0.9523121118545532
121,7,20131027,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.9501445293426514
134,7,20131027,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.9458092451095581
136,7,20131030,de_LDS_lr19_0.09,{'lr19:0.09'},0.9443641901016235
140,7,20131027,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.9414739608764648
144,7,20131027,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.939306378364563
145,7,20131027,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.939306378364563
146,7,20131030,de_LDS_lr15_0.01,{'lr15:0.01'},0.9385837912559509
147,7,20131027,de_LDS_lr12_0.005,{'lr12:0.005'},0.9378612637519836
149,7,20131027,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.9364162087440491
158,7,20131030,de_LDS_lr17_0.05,{'lr17:0.05'},0.9313583970069885
162,7,20131030,de_LDS_lr12_0.005,{'lr12:0.005'},0.9284682273864746
165,7,20131027,de_LDS_lr18_0.07,{'lr18:0.07'},0.9270231127738953
176,7,20131027,de_LDS_lr15_0.01,{'lr15:0.01'},0.9212427735328674
182,7,20131027,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.9169074892997742
183,7,20131027,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.9154624342918396
188,7,20131030,de_LDS_lr16_0.03,{'lr16:0.03'},0.9118497371673584
191,7,20131027,de_LDS_lr13_0.007,{'lr13:0.007'},0.910404622554779
192,7,20131027,de_LDS_lr10_0.001,{'lr10:0.001'},0.9096820950508118
210,7,20131027,de_LDS_lr11_0.003,{'lr11:0.003'},0.9017341136932373
211,7,20131027,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.9017341136932373
213,7,20131027,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.900288999080658
365,7,20131027,de_LDS_lr16_0.03,{'lr16:0.03'},0.8258670568466187
404,7,20131027,de_LDS_lr19_0.09,{'lr19:0.09'},0.8121387362480164
534,7,20131106,de_LDS_lr16_0.03,{'lr16:0.03'},0.75
537,7,20131106,de_LDS_lr14_0.009,{'lr14:0.009'},0.7492774724960327
553,7,20131106,de_LDS_lr10_0.001,{'lr10:0.001'},0.7427745461463928
587,7,20131106,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.72398841381073
620,7,20131106,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7124277353286743
622,7,20131106,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.7124277353286743
624,7,20131106,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7109826803207397
629,7,20131106,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.7080925107002258
633,7,20131106,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.7073699235916138
634,7,20131106,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7066473960876465
635,7,20131106,de_LDS_lr13_0.007,{'lr13:0.007'},0.7066473960876465
643,7,20131106,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.7044797539710999
644,7,20131106,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.7044797539710999
668,7,20131106,de_LDS_lr15_0.01,{'lr15:0.01'},0.6958092451095581
671,7,20131106,de_LDS_lr12_0.005,{'lr12:0.005'},0.6929190754890442
679,7,20131106,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.6900289058685303
690,7,20131106,de_LDS_lr11_0.003,{'lr11:0.003'},0.6871387362480164
696,7,20131027,de_LDS_lr17_0.05,{'lr17:0.05'},0.6828034520149231
740,7,20131106,de_LDS_lr17_0.05,{'lr17:0.05'},0.650288999080658
742,7,20131106,de_LDS_lr18_0.07,{'lr18:0.07'},0.6495664715766907
794,7,20131106,de_LDS_lr19_0.09,{'lr19:0.09'},0.6206647157669067
1,6,20130712,de_LDS_lr2_5e-05,{'lr2:5e-05'},1.0
3,6,20130712,de_LDS_lr9_0.0009,{'lr9:0.0009'},1.0
10,6,20130712,de_LDS_lr3_7e-05,{'lr3:7e-05'},1.0
12,6,20130712,de_LDS_lr14_0.009,{'lr14:0.009'},1.0
14,6,20130712,de_LDS_lr4_9e-05,{'lr4:9e-05'},1.0
18,6,20130712,de_LDS_lr8_0.0007,{'lr8:0.0007'},1.0
21,6,20130712,de_LDS_lr1_3e-05,{'lr1:3e-05'},1.0
22,6,20130712,de_LDS_lr17_0.05,{'lr17:0.05'},1.0
25,6,20130712,de_LDS_lr11_0.003,{'lr11:0.003'},1.0
27,6,20130712,de_LDS_lr5_0.0001,{'lr5:0.0001'},1.0
29,6,20130712,de_LDS_lr7_0.0005,{'lr7:0.0005'},1.0
32,6,20130712,de_LDS_lr10_0.001,{'lr10:0.001'},1.0
36,6,20130712,de_LDS_lr0_1e-05,{'lr0:1e-05'},1.0
39,6,20130712,de_LDS_lr13_0.007,{'lr13:0.007'},1.0
41,6,20130712,de_LDS_lr6_0.0003,{'lr6:0.0003'},1.0
49,6,20130712,de_LDS_lr12_0.005,{'lr12:0.005'},0.9920520186424255
115,6,20130712,de_LDS_lr18_0.07,{'lr18:0.07'},0.9523121118545532
124,6,20130712,de_LDS_lr19_0.09,{'lr19:0.09'},0.9494219422340393
129,6,20130712,de_LDS_lr15_0.01,{'lr15:0.01'},0.9472543597221375
221,6,20131113,de_LDS_lr13_0.007,{'lr13:0.007'},0.8966763019561768
240,6,20131113,de_LDS_lr15_0.01,{'lr15:0.01'},0.8887283205986023
290,6,20130712,de_LDS_lr16_0.03,{'lr16:0.03'},0.8641618490219116
294,6,20131113,de_LDS_lr19_0.09,{'lr19:0.09'},0.8576589822769165
299,6,20131113,de_LDS_lr11_0.003,{'lr11:0.003'},0.8540462255477905
329,6,20131113,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8381502628326416
339,6,20131016,de_LDS_lr13_0.007,{'lr13:0.007'},0.8345375657081604
349,6,20131113,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.8316473960876465
351,6,20131113,de_LDS_lr10_0.001,{'lr10:0.001'},0.8309248685836792
360,6,20131016,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.8280346989631653
377,6,20131113,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8208092451095581
406,6,20131113,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.810693621635437
407,6,20131113,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.810693621635437
424,6,20131016,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8041907548904419
425,6,20131113,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.8034682273864746
428,6,20131016,de_LDS_lr10_0.001,{'lr10:0.001'},0.8020231127738953
444,6,20131016,de_LDS_lr14_0.009,{'lr14:0.009'},0.7955202460289001
447,6,20131016,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.7947976589202881
449,6,20131113,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7933526039123535
450,6,20131016,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7926300764083862
454,6,20131016,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.7919074892997742
455,6,20131016,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7911849617958069
460,6,20131016,de_LDS_lr12_0.005,{'lr12:0.005'},0.7890173196792603
467,6,20131113,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.7868497371673584
470,6,20131113,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.785404622554779
481,6,20131016,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.7810693383216858
488,6,20131016,de_LDS_lr16_0.03,{'lr16:0.03'},0.7789017558097839
493,6,20131016,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.775288999080658
494,6,20131016,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7745664715766907
497,6,20131113,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.7731214165687561
510,6,20131016,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.7651734352111816
511,6,20131113,de_LDS_lr12_0.005,{'lr12:0.005'},0.7651734352111816
514,6,20131016,de_LDS_lr11_0.003,{'lr11:0.003'},0.7644508481025696
516,6,20131113,de_LDS_lr17_0.05,{'lr17:0.05'},0.763005793094635
523,6,20131016,de_LDS_lr15_0.01,{'lr15:0.01'},0.759393036365509
531,6,20131016,de_LDS_lr19_0.09,{'lr19:0.09'},0.7528901696205139
604,6,20131016,de_LDS_lr17_0.05,{'lr17:0.05'},0.7196531891822815
616,6,20131113,de_LDS_lr14_0.009,{'lr14:0.009'},0.7138728499412537
655,6,20131113,de_LDS_lr16_0.03,{'lr16:0.03'},0.7015895843505859
665,6,20131016,de_LDS_lr18_0.07,{'lr18:0.07'},0.6979768872261047
712,6,20131113,de_LDS_lr18_0.07,{'lr18:0.07'},0.6697976589202881
86,5,20140418,de_LDS_lr15_0.01,{'lr15:0.01'},0.9696531891822815
152,5,20140418,de_LDS_lr14_0.009,{'lr14:0.009'},0.9349710941314697
283,5,20140506,de_LDS_lr10_0.001,{'lr10:0.001'},0.8699421882629395
293,5,20140418,de_LDS_lr13_0.007,{'lr13:0.007'},0.8583815097808838
334,5,20140506,de_LDS_lr13_0.007,{'lr13:0.007'},0.836705207824707
354,5,20140506,de_LDS_lr12_0.005,{'lr12:0.005'},0.8302023410797119
357,5,20140411,de_LDS_lr16_0.03,{'lr16:0.03'},0.8294797539710999
366,5,20140418,de_LDS_lr18_0.07,{'lr18:0.07'},0.8251445293426514
367,5,20140418,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.8251445293426514
370,5,20140418,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.8251445293426514
383,5,20140418,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8193641901016235
387,5,20140418,de_LDS_lr10_0.001,{'lr10:0.001'},0.8179190754890442
389,5,20140418,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8171965479850769
392,5,20140418,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.8164739608764648
394,5,20140506,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.8150289058685303
396,5,20140418,de_LDS_lr12_0.005,{'lr12:0.005'},0.814306378364563
414,5,20140418,de_LDS_lr11_0.003,{'lr11:0.003'},0.8070809245109558
420,5,20140418,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8049132823944092
432,5,20140418,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.8005780577659607
436,5,20140418,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7998554706573486
445,5,20140418,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7947976589202881
453,5,20140418,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7919074892997742
479,5,20140506,de_LDS_lr14_0.009,{'lr14:0.009'},0.7817919254302979
485,5,20140411,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.7803468108177185
498,5,20140506,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.772398829460144
503,5,20140418,de_LDS_lr17_0.05,{'lr17:0.05'},0.7709537744522095
506,5,20140506,de_LDS_lr19_0.09,{'lr19:0.09'},0.7695086598396301
509,5,20140506,de_LDS_lr17_0.05,{'lr17:0.05'},0.7666184902191162
518,5,20140411,de_LDS_lr14_0.009,{'lr14:0.009'},0.7622832655906677
524,5,20140506,de_LDS_lr11_0.003,{'lr11:0.003'},0.759393036365509
539,5,20140506,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7485548853874207
541,5,20140506,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7471098303794861
555,5,20140506,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.7413294911384583
561,5,20140506,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.7391618490219116
563,5,20140506,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.736994206905365
564,5,20140506,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.736994206905365
569,5,20140506,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7341040372848511
570,5,20140506,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.7333815097808838
574,5,20140411,de_LDS_lr15_0.01,{'lr15:0.01'},0.7304913401603699
576,5,20140411,de_LDS_lr19_0.09,{'lr19:0.09'},0.7304913401603699
600,5,20140506,de_LDS_lr16_0.03,{'lr16:0.03'},0.7203757166862488
649,5,20140506,de_LDS_lr15_0.01,{'lr15:0.01'},0.7030346989631653
662,5,20140418,de_LDS_lr16_0.03,{'lr16:0.03'},0.698699414730072
682,5,20140411,de_LDS_lr11_0.003,{'lr11:0.003'},0.6900289058685303
688,5,20140411,de_LDS_lr12_0.005,{'lr12:0.005'},0.6878612637519836
694,5,20140411,de_LDS_lr18_0.07,{'lr18:0.07'},0.6828034520149231
699,5,20140411,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.6784682273864746
702,5,20140506,de_LDS_lr18_0.07,{'lr18:0.07'},0.6755780577659607
706,5,20140411,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6734104156494141
722,5,20140411,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.663294792175293
723,5,20140411,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.6618497371673584
731,5,20140411,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.6567919254302979
733,5,20140411,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.6567919254302979
739,5,20140411,de_LDS_lr10_0.001,{'lr10:0.001'},0.6531791687011719
743,5,20140411,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.6495664715766907
745,5,20140418,de_LDS_lr19_0.09,{'lr19:0.09'},0.6481214165687561
768,5,20140411,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.6351156234741211
771,5,20140411,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.6336705088615417
832,5,20140411,de_LDS_lr13_0.007,{'lr13:0.007'},0.560693621635437
851,5,20140411,de_LDS_lr17_0.05,{'lr17:0.05'},0.4089595377445221
463,4,20140705,de_LDS_lr15_0.01,{'lr15:0.01'},0.7875722646713257
478,4,20140705,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7817919254302979
513,4,20140705,de_LDS_lr14_0.009,{'lr14:0.009'},0.7644508481025696
517,4,20140705,de_LDS_lr10_0.001,{'lr10:0.001'},0.763005793094635
573,4,20140705,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.7319363951683044
577,4,20140621,de_LDS_lr13_0.007,{'lr13:0.007'},0.7304913401603699
578,4,20140705,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7290462255477905
582,4,20140705,de_LDS_lr11_0.003,{'lr11:0.003'},0.7283236980438232
583,4,20140702,de_LDS_lr17_0.05,{'lr17:0.05'},0.727601170539856
586,4,20140705,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.724711000919342
589,4,20140705,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.7225433588027954
595,4,20140705,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.7218208312988281
597,4,20140702,de_LDS_lr11_0.003,{'lr11:0.003'},0.7210982441902161
599,4,20140705,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.7210982441902161
605,4,20140705,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7196531891822815
606,4,20140621,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7189306616783142
612,4,20140705,de_LDS_lr12_0.005,{'lr12:0.005'},0.7160404920578003
613,4,20140702,de_LDS_lr16_0.03,{'lr16:0.03'},0.7153179049491882
614,4,20140702,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7153179049491882
617,4,20140705,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.7138728499412537
618,4,20140705,de_LDS_lr16_0.03,{'lr16:0.03'},0.7131502628326416
625,4,20140702,de_LDS_lr13_0.007,{'lr13:0.007'},0.7109826803207397
626,4,20140621,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.7102600932121277
630,4,20140705,de_LDS_lr18_0.07,{'lr18:0.07'},0.7073699235916138
631,4,20140702,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7073699235916138
632,4,20140702,de_LDS_lr10_0.001,{'lr10:0.001'},0.7073699235916138
636,4,20140621,de_LDS_lr15_0.01,{'lr15:0.01'},0.7059248685836792
637,4,20140705,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.7059248685836792
638,4,20140702,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7052023410797119
641,4,20140702,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.7052023410797119
642,4,20140702,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7044797539710999
650,4,20140702,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.7030346989631653
652,4,20140621,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7023121118545532
654,4,20140702,de_LDS_lr14_0.009,{'lr14:0.009'},0.7015895843505859
658,4,20140621,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7008670568466187
659,4,20140621,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.7008670568466187
660,4,20140702,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.7008670568466187
661,4,20140621,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6994219422340393
669,4,20140702,de_LDS_lr12_0.005,{'lr12:0.005'},0.6958092451095581
672,4,20140705,de_LDS_lr13_0.007,{'lr13:0.007'},0.6929190754890442
673,4,20140621,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.6929190754890442
674,4,20140621,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.6921965479850769
675,4,20140702,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6921965479850769
676,4,20140621,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.6914739608764648
680,4,20140621,de_LDS_lr14_0.009,{'lr14:0.009'},0.6900289058685303
681,4,20140621,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.6900289058685303
683,4,20140621,de_LDS_lr11_0.003,{'lr11:0.003'},0.6900289058685303
686,4,20140702,de_LDS_lr15_0.01,{'lr15:0.01'},0.6878612637519836
689,4,20140621,de_LDS_lr10_0.001,{'lr10:0.001'},0.6878612637519836
691,4,20140702,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.6871387362480164
692,4,20140621,de_LDS_lr12_0.005,{'lr12:0.005'},0.6864162087440491
698,4,20140702,de_LDS_lr18_0.07,{'lr18:0.07'},0.6806358098983765
707,4,20140705,de_LDS_lr17_0.05,{'lr17:0.05'},0.6726878881454468
714,4,20140702,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.6683526039123535
715,4,20140621,de_LDS_lr17_0.05,{'lr17:0.05'},0.6683526039123535
724,4,20140705,de_LDS_lr19_0.09,{'lr19:0.09'},0.6618497371673584
762,4,20140621,de_LDS_lr16_0.03,{'lr16:0.03'},0.6401734352111816
801,4,20140702,de_LDS_lr19_0.09,{'lr19:0.09'},0.6177745461463928
814,4,20140621,de_LDS_lr18_0.07,{'lr18:0.07'},0.6040462255477905
850,4,20140621,de_LDS_lr19_0.09,{'lr19:0.09'},0.46170520782470703
35,3,20140629,de_LDS_lr0_1e-05,{'lr0:1e-05'},1.0
51,3,20140629,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.9898843765258789
59,3,20140629,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.9812138676643372
61,3,20140629,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.977601170539856
63,3,20140629,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.977601170539856
65,3,20140629,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.9754335284233093
67,3,20140629,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.9754335284233093
68,3,20140629,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.9754335284233093
69,3,20140629,de_LDS_lr10_0.001,{'lr10:0.001'},0.9754335284233093
71,3,20140629,de_LDS_lr16_0.03,{'lr16:0.03'},0.974711000919342
74,3,20140629,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.97398841381073
78,3,20140629,de_LDS_lr12_0.005,{'lr12:0.005'},0.9732658863067627
85,3,20140629,de_LDS_lr13_0.007,{'lr13:0.007'},0.9703757166862488
100,3,20140629,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.9653179049491882
104,3,20140629,de_LDS_lr15_0.01,{'lr15:0.01'},0.9602600932121277
