,user,session,feature,param,acc
208,3,20140603,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.9024566411972046
235,3,20140629,de_LDS_lr14_0.009,{'lr14:0.009'},0.8901734352111816
239,3,20140603,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8894508481025696
242,3,20140629,de_LDS_lr11_0.003,{'lr11:0.003'},0.8872832655906677
246,3,20140603,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.884393036365509
255,3,20140603,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.8815028667449951
257,3,20140629,de_LDS_lr17_0.05,{'lr17:0.05'},0.8807803392410278
260,3,20140603,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8793352842330933
263,3,20140603,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.8778901696205139
264,3,20140603,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.8778901696205139
268,3,20140603,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8764451146125793
269,3,20140603,de_LDS_lr10_0.001,{'lr10:0.001'},0.8757225275039673
284,3,20140603,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.8692196607589722
318,3,20140603,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.8475433588027954
340,3,20140611,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8345375657081604
342,3,20140603,de_LDS_lr11_0.003,{'lr11:0.003'},0.8338150382041931
344,3,20140603,de_LDS_lr15_0.01,{'lr15:0.01'},0.8330925107002258
348,3,20140611,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.8323699235916138
353,3,20140611,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8302023410797119
372,3,20140603,de_LDS_lr12_0.005,{'lr12:0.005'},0.8229768872261047
376,3,20140611,de_LDS_lr14_0.009,{'lr14:0.009'},0.8208092451095581
379,3,20140611,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.8200867176055908
384,3,20140611,de_LDS_lr10_0.001,{'lr10:0.001'},0.8193641901016235
385,3,20140611,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.8186416029930115
399,3,20140611,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.8135837912559509
401,3,20140611,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.8128612637519836
421,3,20140603,de_LDS_lr13_0.007,{'lr13:0.007'},0.8049132823944092
422,3,20140611,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.8041907548904419
433,3,20140611,de_LDS_lr12_0.005,{'lr12:0.005'},0.8005780577659607
435,3,20140611,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8005780577659607
437,3,20140611,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7998554706573486
469,3,20140611,de_LDS_lr13_0.007,{'lr13:0.007'},0.7861271500587463
504,3,20140611,de_LDS_lr11_0.003,{'lr11:0.003'},0.7709537744522095
526,3,20140611,de_LDS_lr15_0.01,{'lr15:0.01'},0.7572254538536072
543,3,20140603,de_LDS_lr14_0.009,{'lr14:0.009'},0.7463873028755188
593,3,20140611,de_LDS_lr18_0.07,{'lr18:0.07'},0.7218208312988281
611,3,20140611,de_LDS_lr16_0.03,{'lr16:0.03'},0.7160404920578003
700,3,20140603,de_LDS_lr19_0.09,{'lr19:0.09'},0.6777456402778625
705,3,20140629,de_LDS_lr19_0.09,{'lr19:0.09'},0.6748554706573486
713,3,20140603,de_LDS_lr16_0.03,{'lr16:0.03'},0.6683526039123535
752,3,20140603,de_LDS_lr17_0.05,{'lr17:0.05'},0.6459537744522095
784,3,20140603,de_LDS_lr18_0.07,{'lr18:0.07'},0.6257225275039673
789,3,20140629,de_LDS_lr18_0.07,{'lr18:0.07'},0.6228323578834534
790,3,20140611,de_LDS_lr19_0.09,{'lr19:0.09'},0.6228323578834534
824,3,20140611,de_LDS_lr17_0.05,{'lr17:0.05'},0.5874277353286743
155,2,20140413,de_LDS_lr11_0.003,{'lr11:0.003'},0.9335260391235352
159,2,20140413,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.9299132823944092
161,2,20140413,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.9284682273864746
163,2,20140413,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.9277456402778625
168,2,20140413,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.9248554706573486
170,2,20140413,de_LDS_lr10_0.001,{'lr10:0.001'},0.9241329431533813
173,2,20140413,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.9219653010368347
174,2,20140413,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.9219653010368347
175,2,20140413,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.9219653010368347
181,2,20140413,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.9176300764083862
184,2,20140413,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.9154624342918396
187,2,20140413,de_LDS_lr14_0.009,{'lr14:0.009'},0.9125722646713257
190,2,20140413,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.910404622554779
202,2,20140413,de_LDS_lr12_0.005,{'lr12:0.005'},0.9060693383216858
243,2,20140413,de_LDS_lr13_0.007,{'lr13:0.007'},0.8865606784820557
300,2,20140413,de_LDS_lr15_0.01,{'lr15:0.01'},0.8533236980438232
356,2,20140404,de_LDS_lr15_0.01,{'lr15:0.01'},0.8294797539710999
378,2,20140404,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8208092451095581
486,2,20140413,de_LDS_lr16_0.03,{'lr16:0.03'},0.7796242833137512
487,2,20140404,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7796242833137512
491,2,20140404,de_LDS_lr11_0.003,{'lr11:0.003'},0.7767341136932373
499,2,20140404,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.772398829460144
501,2,20140413,de_LDS_lr19_0.09,{'lr19:0.09'},0.7716763019561768
502,2,20140404,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.7709537744522095
515,2,20140404,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7637283205986023
530,2,20140404,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7528901696205139
536,2,20140404,de_LDS_lr13_0.007,{'lr13:0.007'},0.75
538,2,20140404,de_LDS_lr10_0.001,{'lr10:0.001'},0.7492774724960327
540,2,20140404,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.7478323578834534
545,2,20140404,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7463873028755188
557,2,20140404,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.7398843765258789
560,2,20140404,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.7391618490219116
591,2,20140404,de_LDS_lr14_0.009,{'lr14:0.009'},0.7225433588027954
609,2,20140419,de_LDS_lr19_0.09,{'lr19:0.09'},0.7167630195617676
619,2,20140404,de_LDS_lr17_0.05,{'lr17:0.05'},0.7131502628326416
678,2,20140404,de_LDS_lr12_0.005,{'lr12:0.005'},0.6907514333724976
685,2,20140413,de_LDS_lr17_0.05,{'lr17:0.05'},0.689306378364563
687,2,20140404,de_LDS_lr16_0.03,{'lr16:0.03'},0.6878612637519836
726,2,20140419,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.6596820950508118
734,2,20140419,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.6560693383216858
737,2,20140419,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.6531791687011719
744,2,20140419,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6481214165687561
756,2,20140419,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.6437861323356628
759,2,20140413,de_LDS_lr18_0.07,{'lr18:0.07'},0.6423410177230835
764,2,20140419,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.6401734352111816
765,2,20140419,de_LDS_lr11_0.003,{'lr11:0.003'},0.6394508481025696
778,2,20140419,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.6300578117370605
783,2,20140419,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.6264451146125793
786,2,20140419,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.625
793,2,20140419,de_LDS_lr10_0.001,{'lr10:0.001'},0.6213873028755188
802,2,20140419,de_LDS_lr15_0.01,{'lr15:0.01'},0.6170520186424255
805,2,20140419,de_LDS_lr12_0.005,{'lr12:0.005'},0.6148843765258789
808,2,20140419,de_LDS_lr18_0.07,{'lr18:0.07'},0.6091040372848511
816,2,20140419,de_LDS_lr13_0.007,{'lr13:0.007'},0.602601170539856
817,2,20140419,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.599711000919342
825,2,20140419,de_LDS_lr14_0.009,{'lr14:0.009'},0.5845375657081604
829,2,20140404,de_LDS_lr18_0.07,{'lr18:0.07'},0.5671965479850769
838,2,20140404,de_LDS_lr19_0.09,{'lr19:0.09'},0.5390173196792603
842,2,20140419,de_LDS_lr17_0.05,{'lr17:0.05'},0.5137283205986023
844,2,20140419,de_LDS_lr16_0.03,{'lr16:0.03'},0.509393036365509
0,15,20131105,de_LDS_lr2_5e-05,{'lr2:5e-05'},1.0
2,15,20131105,de_LDS_lr9_0.0009,{'lr9:0.0009'},1.0
4,15,20131016,de_LDS_lr15_0.01,{'lr15:0.01'},1.0
5,15,20131105,de_LDS_lr15_0.01,{'lr15:0.01'},1.0
6,15,20131016,de_LDS_lr18_0.07,{'lr18:0.07'},1.0
8,15,20131016,de_LDS_lr3_7e-05,{'lr3:7e-05'},1.0
9,15,20131105,de_LDS_lr3_7e-05,{'lr3:7e-05'},1.0
11,15,20130709,de_LDS_lr14_0.009,{'lr14:0.009'},1.0
13,15,20131105,de_LDS_lr4_9e-05,{'lr4:9e-05'},1.0
15,15,20131105,de_LDS_lr16_0.03,{'lr16:0.03'},1.0
16,15,20131016,de_LDS_lr8_0.0007,{'lr8:0.0007'},1.0
17,15,20131105,de_LDS_lr8_0.0007,{'lr8:0.0007'},1.0
19,15,20131016,de_LDS_lr1_3e-05,{'lr1:3e-05'},1.0
20,15,20131105,de_LDS_lr1_3e-05,{'lr1:3e-05'},1.0
23,15,20131105,de_LDS_lr11_0.003,{'lr11:0.003'},1.0
24,15,20130709,de_LDS_lr11_0.003,{'lr11:0.003'},1.0
26,15,20131105,de_LDS_lr5_0.0001,{'lr5:0.0001'},1.0
28,15,20131105,de_LDS_lr7_0.0005,{'lr7:0.0005'},1.0
30,15,20131105,de_LDS_lr12_0.005,{'lr12:0.005'},1.0
31,15,20131105,de_LDS_lr10_0.001,{'lr10:0.001'},1.0
33,15,20131016,de_LDS_lr0_1e-05,{'lr0:1e-05'},1.0
34,15,20131105,de_LDS_lr0_1e-05,{'lr0:1e-05'},1.0
37,15,20131105,de_LDS_lr13_0.007,{'lr13:0.007'},1.0
38,15,20130709,de_LDS_lr13_0.007,{'lr13:0.007'},1.0
40,15,20131105,de_LDS_lr6_0.0003,{'lr6:0.0003'},1.0
42,15,20131016,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.9992774724960327
43,15,20131016,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.9956647157669067
44,15,20131105,de_LDS_lr18_0.07,{'lr18:0.07'},0.9949421882629395
45,15,20131016,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.9942196607589722
46,15,20131016,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.9934971332550049
47,15,20131016,de_LDS_lr14_0.009,{'lr14:0.009'},0.9934971332550049
48,15,20131016,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.9934971332550049
50,15,20131016,de_LDS_lr11_0.003,{'lr11:0.003'},0.9913294911384583
52,15,20131016,de_LDS_lr13_0.007,{'lr13:0.007'},0.9884393215179443
53,15,20131016,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.986994206905365
54,15,20130709,de_LDS_lr12_0.005,{'lr12:0.005'},0.986994206905365
58,15,20131016,de_LDS_lr10_0.001,{'lr10:0.001'},0.9819363951683044
64,15,20130709,de_LDS_lr10_0.001,{'lr10:0.001'},0.9761560559272766
70,15,20130709,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.974711000919342
72,15,20130709,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.974711000919342
73,15,20130709,de_LDS_lr17_0.05,{'lr17:0.05'},0.97398841381073
76,15,20130709,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.9732658863067627
77,15,20130709,de_LDS_lr19_0.09,{'lr19:0.09'},0.9732658863067627
82,15,20130709,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.9703757166862488
88,15,20130709,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.9696531891822815
90,15,20130709,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.9689306616783142
92,15,20130709,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.9689306616783142
94,15,20130709,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.9682080745697021
95,15,20130709,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.9674855470657349
97,15,20131016,de_LDS_lr12_0.005,{'lr12:0.005'},0.9667630195617676
99,15,20130709,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.9667630195617676
107,15,20131105,de_LDS_lr19_0.09,{'lr19:0.09'},0.9573699235916138
110,15,20131105,de_LDS_lr14_0.009,{'lr14:0.009'},0.9559248685836792
132,15,20130709,de_LDS_lr15_0.01,{'lr15:0.01'},0.9465317726135254
154,15,20130709,de_LDS_lr16_0.03,{'lr16:0.03'},0.9335260391235352
166,15,20131016,de_LDS_lr16_0.03,{'lr16:0.03'},0.926300585269928
185,15,20131016,de_LDS_lr17_0.05,{'lr17:0.05'},0.9140173196792603
217,15,20131016,de_LDS_lr19_0.09,{'lr19:0.09'},0.8981214165687561
273,15,20130709,de_LDS_lr18_0.07,{'lr18:0.07'},0.8742774724960327
289,15,20131105,de_LDS_lr17_0.05,{'lr17:0.05'},0.865606963634491
230,14,20140615,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8923410177230835
274,14,20140601,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8735548853874207
279,14,20140615,de_LDS_lr16_0.03,{'lr16:0.03'},0.8706647157669067
287,14,20140615,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8677745461463928
296,14,20140615,de_LDS_lr13_0.007,{'lr13:0.007'},0.8562138676643372
301,14,20140601,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.852601170539856
310,14,20140601,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.849711000919342
311,14,20140601,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.849711000919342
313,14,20140601,de_LDS_lr12_0.005,{'lr12:0.005'},0.849711000919342
314,14,20140601,de_LDS_lr11_0.003,{'lr11:0.003'},0.84898841381073
315,14,20140601,de_LDS_lr14_0.009,{'lr14:0.009'},0.8482658863067627
316,14,20140615,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.8475433588027954
319,14,20140615,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8468208312988281
321,14,20140601,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.8453757166862488
323,14,20140601,de_LDS_lr10_0.001,{'lr10:0.001'},0.8432080745697021
325,14,20140601,de_LDS_lr19_0.09,{'lr19:0.09'},0.8403179049491882
326,14,20140601,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8403179049491882
330,14,20140601,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8374277353286743
331,14,20140601,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.836705207824707
336,14,20140615,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.8352600932121277
337,14,20140601,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.8352600932121277
346,14,20140615,de_LDS_lr10_0.001,{'lr10:0.001'},0.8330925107002258
347,14,20140615,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.8323699235916138
363,14,20140601,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.8265895843505859
369,14,20140615,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.8251445293426514
382,14,20140601,de_LDS_lr13_0.007,{'lr13:0.007'},0.8200867176055908
388,14,20140615,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.8171965479850769
390,14,20140615,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.8164739608764648
403,14,20140615,de_LDS_lr12_0.005,{'lr12:0.005'},0.8128612637519836
408,14,20140615,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.8099710941314697
419,14,20140615,de_LDS_lr11_0.003,{'lr11:0.003'},0.8049132823944092
462,14,20140615,de_LDS_lr15_0.01,{'lr15:0.01'},0.7875722646713257
468,14,20140627,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7868497371673584
475,14,20140601,de_LDS_lr15_0.01,{'lr15:0.01'},0.7832369804382324
492,14,20140601,de_LDS_lr16_0.03,{'lr16:0.03'},0.77601158618927
500,14,20140615,de_LDS_lr14_0.009,{'lr14:0.009'},0.7716763019561768
505,14,20140627,de_LDS_lr14_0.009,{'lr14:0.009'},0.7702311873435974
507,14,20140627,de_LDS_lr17_0.05,{'lr17:0.05'},0.7687861323356628
508,14,20140601,de_LDS_lr17_0.05,{'lr17:0.05'},0.7666184902191162
548,14,20140615,de_LDS_lr17_0.05,{'lr17:0.05'},0.7456647157669067
568,14,20140627,de_LDS_lr12_0.005,{'lr12:0.005'},0.7348265647888184
571,14,20140601,de_LDS_lr18_0.07,{'lr18:0.07'},0.7319363951683044
581,14,20140627,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.7283236980438232
584,14,20140627,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7268785834312439
608,14,20140627,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7167630195617676
610,14,20140627,de_LDS_lr15_0.01,{'lr15:0.01'},0.7160404920578003
621,14,20140627,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.7124277353286743
623,14,20140627,de_LDS_lr11_0.003,{'lr11:0.003'},0.711705207824707
628,14,20140627,de_LDS_lr10_0.001,{'lr10:0.001'},0.7088150382041931
639,14,20140627,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7052023410797119
640,14,20140627,de_LDS_lr13_0.007,{'lr13:0.007'},0.7052023410797119
646,14,20140627,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.7037572264671326
647,14,20140627,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.7037572264671326
657,14,20140627,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.7015895843505859
667,14,20140627,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.6965317726135254
717,14,20140627,de_LDS_lr19_0.09,{'lr19:0.09'},0.6669074892997742
766,14,20140627,de_LDS_lr18_0.07,{'lr18:0.07'},0.6387283205986023
785,14,20140615,de_LDS_lr18_0.07,{'lr18:0.07'},0.625
792,14,20140627,de_LDS_lr16_0.03,{'lr16:0.03'},0.6213873028755188
845,14,20140615,de_LDS_lr19_0.09,{'lr19:0.09'},0.5065028667449951
194,13,20140603,de_LDS_lr13_0.007,{'lr13:0.007'},0.9089595079421997
231,13,20140603,de_LDS_lr14_0.009,{'lr14:0.009'},0.8916184902191162
233,13,20140603,de_LDS_lr10_0.001,{'lr10:0.001'},0.8916184902191162
244,13,20140603,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.8858381509780884
251,13,20140603,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.8822254538536072
252,13,20140603,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.8822254538536072
253,13,20140603,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8822254538536072
254,13,20140603,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8822254538536072
259,13,20140603,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8793352842330933
261,13,20140603,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.8786126971244812
267,13,20140603,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.8764451146125793
271,13,20140603,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.875
277,13,20140527,de_LDS_lr12_0.005,{'lr12:0.005'},0.8721098303794861
282,13,20140603,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.8706647157669067
285,13,20140527,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.8692196607589722
292,13,20140603,de_LDS_lr12_0.005,{'lr12:0.005'},0.8583815097808838
305,13,20140527,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.8511560559272766
306,13,20140527,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.8511560559272766
307,13,20140527,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.8511560559272766
308,13,20140527,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8511560559272766
309,13,20140527,de_LDS_lr13_0.007,{'lr13:0.007'},0.8511560559272766
312,13,20140603,de_LDS_lr11_0.003,{'lr11:0.003'},0.849711000919342
341,13,20140527,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.8338150382041931
350,13,20140527,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.8309248685836792
358,13,20140527,de_LDS_lr10_0.001,{'lr10:0.001'},0.8287572264671326
359,13,20140527,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8287572264671326
364,13,20140527,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8265895843505859
381,13,20140610,de_LDS_lr13_0.007,{'lr13:0.007'},0.8200867176055908
391,13,20140527,de_LDS_lr11_0.003,{'lr11:0.003'},0.8164739608764648
397,13,20140527,de_LDS_lr15_0.01,{'lr15:0.01'},0.8135837912559509
402,13,20140603,de_LDS_lr17_0.05,{'lr17:0.05'},0.8128612637519836
417,13,20140603,de_LDS_lr19_0.09,{'lr19:0.09'},0.8056358098983765
426,13,20140527,de_LDS_lr14_0.009,{'lr14:0.009'},0.8027456402778625
427,13,20140527,de_LDS_lr17_0.05,{'lr17:0.05'},0.8027456402778625
430,13,20140603,de_LDS_lr15_0.01,{'lr15:0.01'},0.801300585269928
442,13,20140527,de_LDS_lr18_0.07,{'lr18:0.07'},0.7955202460289001
466,13,20140610,de_LDS_lr15_0.01,{'lr15:0.01'},0.7868497371673584
472,13,20140527,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7846820950508118
483,13,20140610,de_LDS_lr19_0.09,{'lr19:0.09'},0.7803468108177185
519,13,20140610,de_LDS_lr11_0.003,{'lr11:0.003'},0.7622832655906677
520,13,20140527,de_LDS_lr19_0.09,{'lr19:0.09'},0.7615606784820557
521,13,20140610,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.7601156234741211
522,13,20140610,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7601156234741211
527,13,20140610,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.7550578117370605
529,13,20140610,de_LDS_lr10_0.001,{'lr10:0.001'},0.7543352842330933
532,13,20140610,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.7521676421165466
535,13,20140610,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.75
542,13,20140610,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.7463873028755188
546,13,20140610,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.7463873028755188
547,13,20140610,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7456647157669067
550,13,20140610,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7434971332550049
554,13,20140610,de_LDS_lr12_0.005,{'lr12:0.005'},0.7420520186424255
565,13,20140610,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.736994206905365
572,13,20140527,de_LDS_lr16_0.03,{'lr16:0.03'},0.7319363951683044
590,13,20140610,de_LDS_lr14_0.009,{'lr14:0.009'},0.7225433588027954
670,13,20140603,de_LDS_lr18_0.07,{'lr18:0.07'},0.6929190754890442
684,13,20140610,de_LDS_lr16_0.03,{'lr16:0.03'},0.689306378364563
695,13,20140610,de_LDS_lr17_0.05,{'lr17:0.05'},0.6828034520149231
709,13,20140603,de_LDS_lr16_0.03,{'lr16:0.03'},0.6705202460289001
741,13,20140610,de_LDS_lr18_0.07,{'lr18:0.07'},0.6495664715766907
103,12,20131127,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.9624277353286743
123,12,20131127,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.9494219422340393
126,12,20131127,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.948699414730072
127,12,20131127,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.948699414730072
128,12,20131127,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.9479768872261047
130,12,20131127,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.9472543597221375
131,12,20131127,de_LDS_lr10_0.001,{'lr10:0.001'},0.9472543597221375
133,12,20131127,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.9465317726135254
137,12,20131127,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.9443641901016235
138,12,20131127,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.9414739608764648
156,12,20131127,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.9335260391235352
189,12,20131127,de_LDS_lr15_0.01,{'lr15:0.01'},0.9111271500587463
223,12,20131127,de_LDS_lr13_0.007,{'lr13:0.007'},0.8959537744522095
228,12,20131127,de_LDS_lr11_0.003,{'lr11:0.003'},0.8937861323356628
229,12,20131127,de_LDS_lr14_0.009,{'lr14:0.009'},0.8930636048316956
232,12,20131127,de_LDS_lr12_0.005,{'lr12:0.005'},0.8916184902191162
250,12,20131127,de_LDS_lr18_0.07,{'lr18:0.07'},0.8822254538536072
265,12,20131207,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.8778901696205139
272,12,20131127,de_LDS_lr17_0.05,{'lr17:0.05'},0.875
286,12,20131207,de_LDS_lr13_0.007,{'lr13:0.007'},0.8684971332550049
295,12,20131207,de_LDS_lr14_0.009,{'lr14:0.009'},0.8562138676643372
328,12,20131207,de_LDS_lr11_0.003,{'lr11:0.003'},0.8388728499412537
335,12,20131207,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8359826803207397
343,12,20131207,de_LDS_lr10_0.001,{'lr10:0.001'},0.8338150382041931
373,12,20131207,de_LDS_lr15_0.01,{'lr15:0.01'},0.8222543597221375
374,12,20131207,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8222543597221375
405,12,20131207,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.8114162087440491
410,12,20131201,de_LDS_lr15_0.01,{'lr15:0.01'},0.8092485666275024
415,12,20131207,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.8063583970069885
439,12,20131207,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.7976878881454468
441,12,20131127,de_LDS_lr16_0.03,{'lr16:0.03'},0.7962427735328674
448,12,20131207,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.7940751314163208
451,12,20131207,de_LDS_lr12_0.005,{'lr12:0.005'},0.7926300764083862
458,12,20131207,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.7897399067878723
471,12,20131201,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.785404622554779
474,12,20131207,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7839595079421997
482,12,20131207,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7803468108177185
490,12,20131207,de_LDS_lr18_0.07,{'lr18:0.07'},0.7767341136932373
512,12,20131201,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.7651734352111816
525,12,20131127,de_LDS_lr19_0.09,{'lr19:0.09'},0.7586705088615417
544,12,20131201,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.7463873028755188
549,12,20131201,de_LDS_lr17_0.05,{'lr17:0.05'},0.7449421882629395
559,12,20131207,de_LDS_lr19_0.09,{'lr19:0.09'},0.7391618490219116
566,12,20131201,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.7355491518974304
